Id,Attributes,
APP\PREMISES-CONV\000034, black,  Application
Slice of Ice, blue,  Premise
APP\LATE-TEN\001618, black,  Application
APP\TEN\002053, black,  Application
2010/3365/TC, black,  Application
APP\TEN\006558, black,  Application
NOI\00186, black,  Application
GGN\00121, black,  Application
Drakes Tabanco, blue,  Premise
Competitive Bidding - New Application, purple,  Type
APP\TEN\004449, black,  Application
Cafe Euro Med, blue,  Premise
APP\PERSONAL-NEW\001353, black,  Application
APP\PERSONAL-ADD\000552, black,  Application
2010/1209/TC, black,  Application
APP\TEN\005965, black,  Application
APP\TEN\004822, black,  Application
APP\PERSONAL-NEW\002085, black,  Application
APP\PERSONAL-NEW\002722, black,  Application
APP\TEN\010943, black,  Application
APP\PREMISES-VARY\000568, black,  Application
APP\PREMISES-VARYDPS\002868, black,  Application
2015/5757/TC, black,  Application
APP\TEN\010253, black,  Application
APP\LATE-TEN\001861, black,  Application
NOI\00148, black,  Application
APP\TEN\001347, black,  Application
APP\PREMISES-VARYDPS\004369, black,  Application
APP\PREMISES-VARYDPS\000238, black,  Application
APP\TEN\013007, black,  Application
APP\PREMISES-VARYDPS\002217, black,  Application
APP\PREMISES-MVARY\00481, black,  Application
APP\PREMISES-VARYDPS\003267, black,  Application
APP\TEN\006892, black,  Application
APP\PREMISES-VARY(T)\000234, black,  Application
APP\PERSONAL-ADD\000416, black,  Application
2012/1792/TC, black,  Application
APP\PREMISES-VARY\000817, black,  Application
APP\TEN\002057, black,  Application
APP\TEN\013187, black,  Application
APP\LATE-TEN\000865, black,  Application
APP\PREMISES-VARYDPS\000969, black,  Application
APP\PREMISES-VARYDPS\002349, black,  Application
APP\PREMISES-VARYDPS\003031, black,  Application
APP\TEN\000951, black,  Application
2016/3722/TC, black,  Application
CS053, blue,  Premise
APP\TEN\011870, black,  Application
APP\PREMISES-TRANS\001097, black,  Application
APP\TEN\007009, black,  Application
APP\PREMISES-VARYDPS\003296, black,  Application
APP\TEN\005422, black,  Application
APP\PREMISES-VARYDPS\000385, black,  Application
APP\TEN\005768, black,  Application
Banana Tree (formerly Banana Tree Canteen), blue,  Premise
APP\PREMISES-VARY(T)\000188, black,  Application
APP\TEN\003090, black,  Application
APP\TEN\003250, black,  Application
APP\PREMISES-VARY(T)\000438, black,  Application
APP\PERSONAL-NEW\002892, black,  Application
APP\PERSONAL-CONV\001089, black,  Application
APP\PREMISES-VARYDPS\003193, black,  Application
APP\PREMISES-VARY\000413, black,  Application
APP\PREMISES-NEW\000551, black,  Application
APP\PREMISES-NEW\000390, black,  Application
2014/1768/TC, black,  Application
APP\TEN\002147, black,  Application
2017/1766/TC, black,  Application
APP\TEN\001144, black,  Application
APP\PERSONAL-NEW\002292, black,  Application
APP\PREMISES-VARYDPS\000689, black,  Application
APP\TEN\013411, black,  Application
APP\PREMISES-NEW\000643, black,  Application
APP\PERSONAL-NEW\001929, black,  Application
APP\LATE-TEN\001465, black,  Application
APP\LATE-TEN\001359, black,  Application
APP\PREMISES-CONV\000915, black,  Application
APP\LATE-TEN\000129, black,  Application
APP\TEN\013250, black,  Application
APP\TEN\006622, black,  Application
APP\TEN\000057, black,  Application
42995, black,  Application
Nona, blue,  Premise
2013/6283/TC, black,  Application
APP\PERSONAL-NEW\001430, black,  Application
APP\TEN\009059, black,  Application
APP\PERSONAL-ADD\000403, black,  Application
APP\PREMISES-LICOPY\0128, black,  Application
APP\TEN\002566, black,  Application
APP\LATE-TEN\001495, black,  Application
APP\TEN\009417, black,  Application
APP\PREMISES-TRANS\000725, black,  Application
APP\LATE-TEN\001853, black,  Application
King's Cross, red,  Ward
S & S Newsmart, blue,  Premise
APP\PERSONAL-ADD\000774, black,  Application
APP\TEN\006754, black,  Application
APP\TEN\011587, black,  Application
2011/1465/TC, black,  Application
APP\PERSONAL-NEW\000797, black,  Application
APP\TEN\007736, black,  Application
APP\LATE-TEN\001572, black,  Application
APP\PREMISES-TRANS\000779, black,  Application
APP\TEN\012777, black,  Application
LL037, blue,  Premise
APP\PREMISES-CONV\000701, black,  Application
APP\PERSONAL-NEW\002663, black,  Application
APP\LATE-TEN\001086, black,  Application
APP\TEN\007322, black,  Application
APP\PREMISES-VARYDPS\001457, black,  Application
2013/6054/TC, black,  Application
APP\TEN\003842, black,  Application
APP\PERSONAL-NEW\002193, black,  Application
APP\PREMISES-VARYDPS\002103, black,  Application
SSL-NEW\00035, black,  Application
APP\PREMISES-VARYDPS\004483, black,  Application
Budget Beers, blue,  Premise
APP\LATE-TEN\000463, black,  Application
APP\PREMISES-CONV\000259, black,  Application
APP\PERSONAL-NEW\001153, black,  Application
APP\TEN\011755, black,  Application
APP\TEN\007283, black,  Application
APP\TEN\009609, black,  Application
APP\PREMISES-VARYDPS\002845, black,  Application
APP\PERSONAL-NEW\002604, black,  Application
APP\TEN\005898, black,  Application
APP\PERSONAL-ADD\000033, black,  Application
The Knights Templar, blue,  Premise
APP\LATE-TEN\001272, black,  Application
APP\PREMISES-CONV\000506, black,  Application
APP\PREMISES-TRANS\001523, black,  Application
Great Nepalese Tandoori Restaurant, blue,  Premise
APP\PREMISES-VARY\000721, black,  Application
2017/1378/TC, black,  Application
APP\PREMISES-VARY\000835, black,  Application
APP\TEN\003685, black,  Application
Havas, blue,  Premise
APP\TEN\001955, black,  Application
APP\LATE-TEN\000464, black,  Application
APP\TEN\006946, black,  Application
2015/1591/TC, black,  Application
APP\TEN\008472, black,  Application
APP\PERSONAL-NEW\001738, black,  Application
APP\TEN\012263, black,  Application
APP\SE-RENW\00297, black,  Application
APP\PREMISES-VARYDPS\000402, black,  Application
New Diorama Theatre formerly Quicksilver Theatre, blue,  Premise
APP\PREMISES-NEW\001495, black,  Application
APP\TEN\012701, black,  Application
APP\PERSONAL-NEW\001301, black,  Application
APP\PREMISES-VARYDPS\004011, black,  Application
APP\LATE-TEN\001954, black,  Application
APP\PREMISES-VARY\000514, black,  Application
INSU05, blue,  Premise
APP\TEN\000386, black,  Application
APP\TEN\012243, black,  Application
2013/1848/TC, black,  Application
45305, black,  Application
2010/4221/TC, black,  Application
APP\PERSONAL-NEW\000664, black,  Application
APP\PREMISES-CONV\001108, black,  Application
APP\LATE-TEN\000863, black,  Application
APP\TEN\008242, black,  Application
APP\PREMISES-VARYDPS\003752, black,  Application
APP\TEN\010963, black,  Application
APP\TEN\006442, black,  Application
APP\LATE-TEN\001153, black,  Application
42480, black,  Application
APP\PREMISES-VARYDPS\001098, black,  Application
APP\TEN\000856, black,  Application
45699, black,  Application
APP\TEN\002423, black,  Application
APP\PREMISES-VARY\000608, black,  Application
Euro Tandoori, blue,  Premise
APP\LATE-TEN\001586, black,  Application
APP\PERSONAL-NEW\002687, black,  Application
Electronic Solutions, blue,  Premise
APP\PREMISES-TRANS\000323, black,  Application
APP\TEN\006089, black,  Application
APP\TEN\003441, black,  Application
APP\LATE-TEN\000136, black,  Application
APP\PREMISES-VARYDPS\002532, black,  Application
APP\PREMISES-LICOPY\0018, black,  Application
APP\PREMISES-VARYDPS\002890, black,  Application
APP\TEN\011660, black,  Application
Hampstead Heath Ice Rink, blue,  Premise
APP\TEN\002951, black,  Application
Hodge Jones & Allen, blue,  Premise
APP\PERSONAL-NEW\003039, black,  Application
APP\PREMISES-VARYDPS\000037, black,  Application
APP\PREMISES-CONV\000311, black,  Application
2017/1235/TC, black,  Application
APP\PREMISES-VARY\000043, black,  Application
APP\PREMISES-TRANS\000852, black,  Application
APP\PREMISES-C-LIC\0247, black,  Application
44386, black,  Application
APP\TEN\001016, black,  Application
APP\TEN\007233, black,  Application
2016/3114/TC, black,  Application
APP\PREMISES-VARY(T)\000147, black,  Application
APP\PREMISES-VARYDPS\004081, black,  Application
APP\PREMISES-VARYDPS\002843, black,  Application
APP\TEN\000555, black,  Application
APP\PREMISES-TRANS\000071, black,  Application
APP\PERSONAL-NEW\000953, black,  Application
APP\TEN\001717, black,  Application
APP\TEN\005536, black,  Application
APP\TEN\003939, black,  Application
APP\PREMISES-CONV\000185, black,  Application
APP\PREMISES-VARYDPS\001817, black,  Application
2016/4292/TC, black,  Application
APP\PERSONAL-NEW\001211, black,  Application
APP\PERSONAL-NEW\002912, black,  Application
Dominos Pizza, blue,  Premise
APP\TEN\008014, black,  Application
APP\TEN\011335, black,  Application
APP\PREMISES-VARYDPS\004117, black,  Application
APP\TEN\009620, black,  Application
APP\TEN\002799, black,  Application
APP\PREMISES-NEW\001643, black,  Application
APP\TEN\012288, black,  Application
APP\PERSONAL-ADD\000854, black,  Application
APP\PREMISES-C-LIC\0192, black,  Application
APP\PREMISES-C-LIC\0117, black,  Application
APP\PERSONAL-ADD\000012, black,  Application
APP\LATE-TEN\000462, black,  Application
APP\TEN\013139, black,  Application
APP\TEN\007635, black,  Application
2016/4874/TC, black,  Application
APP\PREMISES-CONV\000285, black,  Application
APP\PREMISES-NEW\000015, black,  Application
APP\TEN\002977, black,  Application
APP\TEN\005121, black,  Application
APP\PREMISES-LICOPY\0008, black,  Application
APP\PREMISES-REV\000017, black,  Application
APP\PREMISES-VARYDPS\001228, black,  Application
APP\PREMISES-NEW\000921, black,  Application
APP\PREMISES-C-LIC\0055, black,  Application
APP\SE-RENW\00264, black,  Application
APP\PREMISES-NEW\001753, black,  Application
APP\LATE-TEN\001760, black,  Application
APP\TEN\013115, black,  Application
APP\PERSONAL-CONV\000762, black,  Application
Fenton House, blue,  Premise
APP\TEN\003857, black,  Application
APP\TEN\008621, black,  Application
APP\PREMISES-TRANS\000642, black,  Application
APP\LATE-TEN\000946, black,  Application
APP\PREMISES-NEW\001246, black,  Application
NOI\00381, black,  Application
APP\TEN\011406, black,  Application
APP\LATE-TEN\001615, black,  Application
APP\PREMISES-VARY\000384, black,  Application
APP\TEN\011710, black,  Application
La Sainte Union Secondary School, blue,  Premise
APP\PERSONAL-NEW\002284, black,  Application
APP\TEN\010955, black,  Application
APP\PERSONAL-NEW\001011, black,  Application
APP\PREMISES-TRANS\000668, black,  Application
APP\PERSONAL-ADD\000855, black,  Application
APP\PREMISES-VARY\000852, black,  Application
APP\PERSONAL-NEW\002724, black,  Application
APP\PREMISES-NEW\000425, black,  Application
APP\PERSONAL-NEW\000401, black,  Application
44122, black,  Application
APP\TEN\009761, black,  Application
APP\PREMISES-TRANS\001007, black,  Application
Brunswick Gardens, blue,  Premise
APP\PREMISES-VARYDPS\003755, black,  Application
APP\TEN\013482, black,  Application
APP\PERSONAL-NEW\001878, black,  Application
APP\PREMISES-TRANS\000341, black,  Application
APP\PERSONAL-ADD\000628, black,  Application
44412, black,  Application
APP\PREMISES-NEW\000501, black,  Application
APP\PREMISES-VARYDPS\002610, black,  Application
Grow London Fair, blue,  Premise
APP\PREMISES-NEW\001078, black,  Application
APP\PREMISES-VARY\000895, black,  Application
APP\TEN\006371, black,  Application
APP\TEN\003061, black,  Application
APP\TEN\002615, black,  Application
APP\PREMISES-NEW\000983, black,  Application
APP\PERSONAL-CONV\000075, black,  Application
APP\TEN\007393, black,  Application
APP\LATE-TEN\001607, black,  Application
APP\TEN\006194, black,  Application
APP\PREMISES-VARYDPS\003754, black,  Application
APP\TEN\004155, black,  Application
APP\LATE-TEN\000575, black,  Application
APP\PERSONAL-ADD\000237, black,  Application
APP\TEN\012817, black,  Application
APP\TEN\005342, black,  Application
APP\PREMISES-TRANS\001504, black,  Application
APP\TEN\008673, black,  Application
APP\LATE-TEN\001182, black,  Application
2010/3768/TC, black,  Application
APP\PREMISES-CONV\000184, black,  Application
APP\PERSONAL-ADD\000755, black,  Application
APP\TEN\009801, black,  Application
APP\LATE-TEN\000710, black,  Application
APP\TEN\011425, black,  Application
APP\PERSONAL-CONV\000270, black,  Application
APP\PREMISES-TRANS\000961, black,  Application
"William Hill, UNIT 1", blue,  Premise
APP\LATE-TEN\002089, black,  Application
APP\TEN\013463, black,  Application
43967, black,  Application
GGN\00124, black,  Application
2016/3834/TC, black,  Application
NOI\00138, black,  Application
APP\PREMISES-TRANS\000606, black,  Application
APP\PREMISES-NEW\000278, black,  Application
APP\TEN\009110, black,  Application
Amaretto, blue,  Premise
APP\PERSONAL-NEW\001092, black,  Application
APP\TEN\007041, black,  Application
APP\TEN\001264, black,  Application
43991, black,  Application
APP\TEN\004418, black,  Application
APP\LATE-TEN\001476, black,  Application
APP\PREMISES-VARYDPS\002634, black,  Application
APP\TEN\006288, black,  Application
APP\PREMISES-VARY\000040, black,  Application
APP\TEN\013417, black,  Application
APP\TEN\005780, black,  Application
APP\TEN\012985, black,  Application
Texaco Star Market, blue,  Premise
APP\TEN\007346, black,  Application
APP\TEN\006313, black,  Application
APP\TEN\004840, black,  Application
APP\PREMISES-CONV\001052, black,  Application
APP\TEN\009301, black,  Application
APP\PREMISES-CONV\001053, black,  Application
APP\PREMISES-VARYDPS\003904, black,  Application
APP\PREMISES-CONV\000982, black,  Application
APP\PREMISES-MVARY\00268, black,  Application
APP\TEN\007998, black,  Application
2011/0958/TC, black,  Application
APP\TEN\012128, black,  Application
APP\PREMISES-VARYDPS\000517, black,  Application
APP\TEN\011471, black,  Application
APP\PREMISES-VARY\000020, black,  Application
NOI\00077, black,  Application
APP\TEN\010946, black,  Application
APP\TEN\007273, black,  Application
APP\PREMISES-TRANS\000092, black,  Application
Embassy Studio, blue,  Premise
APP\TEN\000792, black,  Application
APP\TEN\003964, black,  Application
APP\TEN\000463, black,  Application
APP\LATE-TEN\000140, black,  Application
APP\PREMISES-VARYDPS\002090, black,  Application
APP\TEN\010132, black,  Application
APP\PREMISES-NEW\000515, black,  Application
APP\PREMISES-VARYDPS\001865, black,  Application
2009/3039/TC, black,  Application
APP\PREMISES-MVARY\00501, black,  Application
2011/4381/TC, black,  Application
45977, black,  Application
APP\PREMISES-TRANS\001260, black,  Application
44331, black,  Application
2016/1895/TC, black,  Application
APP\TEN\003428, black,  Application
APP\TEN\003221, black,  Application
APP\PERSONAL-NEW\001310, black,  Application
APP\PREMISES-VARYDPS\002434, black,  Application
APP\PERSONAL-NEW\000085, black,  Application
APP\TEN\003072, black,  Application
2009/3250/TC, black,  Application
APP\PREMISES-VARY\000530, black,  Application
APP\LATE-TEN\002088, black,  Application
2011/4631/TC, black,  Application
47424, black,  Application
APP\TEN\012885, black,  Application
APP\TEN\004011, black,  Application
APP\PREMISES-TRANS\000850, black,  Application
APP\PERSONAL-NEW\001443, black,  Application
APP\PREMISES-MVARY\00651, black,  Application
APP\TEN\003398, black,  Application
APP\TEN\011213, black,  Application
APP\TEN\003474, black,  Application
B&M Seafood, blue,  Premise
APP\TEN\010964, black,  Application
2017/0160/TC, black,  Application
APP\PERSONAL-ADD\000052, black,  Application
NOI\00149, black,  Application
APP\PREMISES-CONV\000446, black,  Application
APP\PREMISES-TRANS\000570, black,  Application
NOI\00032, black,  Application
APP\PREMISES-NEW\001605, black,  Application
APP\PERSONAL-CONV\000481, black,  Application
APP\PREMISES-VARY\000448, black,  Application
APP\PREMISES-VARY\000929, black,  Application
45969, black,  Application
APP\PREMISES-VARYDPS\000361, black,  Application
APP\TEN\010009, black,  Application
APP\PREMISES-VARYDPS\002249, black,  Application
APP\LATE-TEN\001218, black,  Application
APP\TEN\004279, black,  Application
APP\TEN\006004, black,  Application
APP\TEN\012703, black,  Application
2017/2230/TC, black,  Application
APP\PREMISES-NEW\001485, black,  Application
2016/0199/TC, black,  Application
Raja Convenience Store, blue,  Premise
APP\TEN\005022, black,  Application
APP\PREMISES-NEW\000543, black,  Application
APP\PREMISES-VARYDPS\001111, black,  Application
APP\LATE-TEN\000979, black,  Application
APP\TEN\008250, black,  Application
APP\TEN\007913, black,  Application
Leyas, blue,  Premise
APP\TEN\011876, black,  Application
APP\TEN\012224, black,  Application
APP\TEN\004686, black,  Application
Basement & part ground floor, blue,  Premise
APP\TEN\007347, black,  Application
APP\PREMISES-VARYDPS\001539, black,  Application
APP\TEN\007065, black,  Application
APP\PREMISES-VARYDPS\001441, black,  Application
TCR5, blue,  Premise
APP\PERSONAL-ADD\000573, black,  Application
APP\PERSONAL-CONV\000122, black,  Application
APP\LATE-TEN\000707, black,  Application
APP\PREMISES-VARYDPS\002149, black,  Application
APP\TEN\003746, black,  Application
APP\PREMISES-VARYDPS\004440, black,  Application
Holiday Inn (Kings Cross), blue,  Premise
APP\PREMISES-VARYDPS\000216, black,  Application
APP\TEN\004327, black,  Application
APP\PREMISES-TRANS\001203, black,  Application
APP\LATE-TEN\000705, black,  Application
APP\PREMISES-VARYDPS\003722, black,  Application
APP\PERSONAL-ADD\000440, black,  Application
APP\TEN\011631, black,  Application
APP\TEN\008722, black,  Application
2016/3179/TC, black,  Application
APP\LATE-TEN\000255, black,  Application
2016/0925/TC, black,  Application
APP\TEN\002575, black,  Application
APP\TEN\013054, black,  Application
APP\PREMISES-NEW\000901, black,  Application
APP\TEN\013582, black,  Application
APP\TEN\000190, black,  Application
APP\PERSONAL-CONV\000785, black,  Application
APP\PREMISES-VARYDPS\004156, black,  Application
INSU15, blue,  Premise
APP\PREMISES-VARYDPS\003306, black,  Application
APP\TEN\003879, black,  Application
APP\TEN\004203, black,  Application
49511, black,  Application
APP\TEN\002179, black,  Application
APP\PREMISES-VARY(T)\000398, black,  Application
APP\PREMISES-VARYDPS\002153, black,  Application
APP\TEN\007692, black,  Application
SSL-RNW\00058, black,  Application
APP\TEN\006128, black,  Application
APP\PREMISES-VARYDPS\003675, black,  Application
APP\TEN\012902, black,  Application
APP\PREMISES-VARYDPS\002803, black,  Application
APP\TEN\002842, black,  Application
APP\TEN\007566, black,  Application
APP\TEN\008172, black,  Application
APP\TEN\001797, black,  Application
43595, black,  Application
APP\TEN\004237, black,  Application
APP\PREMISES-MVARY\00436, black,  Application
APP\LATE-TEN\000131, black,  Application
Mimmo La Bufala, blue,  Premise
APP\TEN\012501, black,  Application
Abigail's Kitchen, blue,  Premise
APP\PREMISES-VARY\000605, black,  Application
APP\PERSONAL-ADD\000779, black,  Application
APP\TEN\009548, black,  Application
APP\LATE-TEN\001002, black,  Application
APP\PREMISES-C-LIC\0025, black,  Application
APP\TEN\001887, black,  Application
APP\TEN\006571, black,  Application
APP\TEN\006695, black,  Application
APP\TEN\000152, black,  Application
LA Fitness Club, blue,  Premise
APP\TEN\006068, black,  Application
APP\PREMISES-MVARY\00386, black,  Application
APP\PERSONAL-NEW\003060, black,  Application
2012/0915/TC, black,  Application
APP\TEN\006491, black,  Application
APP\PERSONAL-NEW\001833, black,  Application
Pizza Paradiso, blue,  Premise
Bedlam, blue,  Premise
APP\TEN\001443, black,  Application
49091, black,  Application
2015/0307/TC, black,  Application
APP\TEN\001355, black,  Application
APP\PREMISES-VARYDPS\001784, black,  Application
2016/0294/TC, black,  Application
APP\TEN\001368, black,  Application
APP\TEN\006867, black,  Application
APP\PERSONAL-ADD\000125, black,  Application
APP\PREMISES-VARYDPS\000522, black,  Application
APP\TEN\010207, black,  Application
46914, black,  Application
Joe's Southern Table & Bar, blue,  Premise
APP\TEN\005744, black,  Application
APP\TEN\003149, black,  Application
APP\PREMISES-TRANS\000251, black,  Application
APP\TEN\009238, black,  Application
GGN\00020, black,  Application
APP\PERSONAL-NEW\001295, black,  Application
2016/6401/TC, black,  Application
APP\PREMISES-VARYDPS\002700, black,  Application
APP\PERSONAL-NEW\002729, black,  Application
APP\PREMISES-TRANS\000475, black,  Application
APP\PERSONAL-NEW\001388, black,  Application
APP\PREMISES-MVARY\00174, black,  Application
APP\PREMISES-VARYDPS\004453, black,  Application
APP\LATE-TEN\000410, black,  Application
L'Absinthe, blue,  Premise
2013/1726/TC, black,  Application
APP\PERSONAL-NEW\002802, black,  Application
APP\PREMISES-VARYDPS\001032, black,  Application
Crowndale Off Licence, blue,  Premise
APP\PREMISES-LICOPY\0175, black,  Application
APP\TEN\011647, black,  Application
APP\PERSONAL-CONV\000662, black,  Application
APP\PERSONAL-NEW\002805, black,  Application
APP\PREMISES-NEW\000175, black,  Application
APP\TEN\010330, black,  Application
APP\PERSONAL-CONV\001034, black,  Application
APP\PREMISES-VARYDPS\002983, black,  Application
APP\PREMISES-C-LIC\0226, black,  Application
APP\PERSONAL-NEW\000990, black,  Application
APP\TEN\002121, black,  Application
Bills, blue,  Premise
47984, black,  Application
APP\PERSONAL-ADD\000818, black,  Application
APP\PREMISES-VARYDPS\004346, black,  Application
APP\PERSONAL-NEW\000052, black,  Application
APP\TEN\001374, black,  Application
APP\PREMISES-CONV\000733, black,  Application
APP\PREMISES-VARY\000980, black,  Application
APP\LATE-TEN\001901, black,  Application
APP\PERSONAL-CONV\000853, black,  Application
APP\PERSONAL-CONV\001090, black,  Application
APP\TEN\000876, black,  Application
Point 101, blue,  Premise
ITSU, blue,  Premise
APP\TEN\011817, black,  Application
APP\PREMISES-CONV\000356, black,  Application
APP\TEN\009585, black,  Application
APP\PREMISES-VARY\000917, black,  Application
APP\TEN\012852, black,  Application
2013/7291/TC, black,  Application
APP\PERSONAL-NEW\001104, black,  Application
APP\PERSONAL-NEW\001739, black,  Application
APP\TEN\010909, black,  Application
APP\PERSONAL-NEW\001858, black,  Application
APP\TEN\011961, black,  Application
APP\TEN\005156, black,  Application
APP\PREMISES-TRANS\000933, black,  Application
APP\PREMISES-TRANS\000144, black,  Application
APP\TEN\007868, black,  Application
Lockside Lounge, blue,  Premise
APP\PERSONAL-CONV\000651, black,  Application
APP\TEN\007224, black,  Application
APP\PREMISES-TRANS\001236, black,  Application
APP\TEN\012395, black,  Application
APP\PERSONAL-NEW\002727, black,  Application
APP\PREMISES-TRANS\001023, black,  Application
APP\PREMISES-CONV\001168, black,  Application
APP\PREMISES-CONV\000090, black,  Application
APP\PERSONAL-NEW\000474, black,  Application
APP\PERSONAL-NEW\001054, black,  Application
APP\PREMISES-VARYDPS\004418, black,  Application
BOJANGLES HAIR & BEAUTY, blue,  Premise
APP\TEN\011640, black,  Application
APP\LATE-TEN\000252, black,  Application
APP\TEN\003845, black,  Application
APP\PREMISES-VARY\000213, black,  Application
APP\TEN\001430, black,  Application
APP\TEN\010886, black,  Application
APP\PREMISES-VARYDPS\003017, black,  Application
APP\PREMISES-VARYDPS\002167, black,  Application
APP\TEN\007572, black,  Application
2016/4285/TC, black,  Application
APP\PREMISES-VARYDPS\000845, black,  Application
APP\PREMISES-VARYDPS\002616, black,  Application
APP\PREMISES-TRANS\000203, black,  Application
Marks & Spencers, blue,  Premise
APP\PREMISES-C-PREM\0070, black,  Application
APP\TEN\011591, black,  Application
43581, black,  Application
APP\PREMISES-CONV\000936, black,  Application
APP\LATE-TEN\000734, black,  Application
LL110, blue,  Premise
Casablanca, blue,  Premise
2012/0932/TC, black,  Application
APP\TEN\004964, black,  Application
APP\PREMISES-VARYDPS\000223, black,  Application
APP\LATE-TEN\001677, black,  Application
APP\PERSONAL-ADD\000608, black,  Application
APP\TEN\005939, black,  Application
HHM3, blue,  Premise
APP\PREMISES-VARYDPS\003337, black,  Application
APP\PERSONAL-CONV\000708, black,  Application
APP\TEN\008809, black,  Application
APP\PERSONAL-NEW\002254, black,  Application
2010/6805/TC, black,  Application
APP\PREMISES-VARY(T)\000540, black,  Application
APP\TEN\005228, black,  Application
APP\PREMISES-VARYDPS\001625, black,  Application
APP\TEN\009951, black,  Application
The Bull & Gate, blue,  Premise
APP\TEN\005524, black,  Application
APP\TEN\004808, black,  Application
APP\PREMISES-VARY\000755, black,  Application
SSL-NEW\00128, black,  Application
APP\PREMISES-VARY(T)\000197, black,  Application
APP\PREMISES-VARYDPS\000973, black,  Application
Gamage Tenants Assocation, blue,  Premise
APP\TEN\011834, black,  Application
APP\PREMISES-VARY\000990, black,  Application
APP\PREMISES-VARY\000793, black,  Application
APP\TEN\011998, black,  Application
Woburn Food And Wine, blue,  Premise
APP\TEN\012445, black,  Application
APP\PERSONAL-NEW\000871, black,  Application
APP\PREMISES-VARYDPS\004330, black,  Application
APP\TEN\001690, black,  Application
APP\TEN\001817, black,  Application
APP\TEN\005840, black,  Application
APP\PERSONAL-ADD\000695, black,  Application
APP\TEN\007990, black,  Application
Giraffe, blue,  Premise
APP\PREMISES-TRANS\001006, black,  Application
APP\PERSONAL-NEW\001635, black,  Application
APP\PREMISES-VARYDPS\003676, black,  Application
APP\TEN\006767, black,  Application
APP\TEN\001001, black,  Application
APP\TEN\009537, black,  Application
APP\TEN\000240, black,  Application
APP\TEN\007732, black,  Application
NOI\00152, black,  Application
APP\TEN\004499, black,  Application
APP\PERSONAL-CONV\000147, black,  Application
Nail Studio, blue,  Premise
Shakepeares Head, blue,  Premise
APP\PERSONAL-CONV\001050, black,  Application
APP\TEN\012647, black,  Application
APP\PREMISES-VARYDPS\001383, black,  Application
Tuck Shop, blue,  Premise
APP\PREMISES-VARYDPS\000410, black,  Application
APP\PERSONAL-CONV\001052, black,  Application
APP\PERSONAL-NEW\000775, black,  Application
GGN\00102, black,  Application
APP\TEN\007560, black,  Application
APP\PREMISES-MVARY\00444, black,  Application
APP\TEN\000522, black,  Application
APP\LATE-TEN\000898, black,  Application
APP\TEN\000151, black,  Application
APP\PREMISES-VARYDPS\003867, black,  Application
APP\PERSONAL-CONV\000741, black,  Application
APP\TEN\009049, black,  Application
APP\PREMISES-MVARY\00430, black,  Application
APP\PERSONAL-ADD\000713, black,  Application
APP\TEN\001324, black,  Application
APP\PERSONAL-NEW\002812, black,  Application
APP\PERSONAL-NEW\000150, black,  Application
William Ellis School, blue,  Premise
2011/2965/TC, black,  Application
APP\TEN\002513, black,  Application
"Metro Bank, Pavement outside", blue,  Premise
APP\PREMISES-MVARY\00253, black,  Application
APP\PREMISES-C-LIC\0296, black,  Application
APP\PREMISES-VARYDPS\002535, black,  Application
APP\PREMISES-VARYDPS\002412, black,  Application
APP\PREMISES-CONV\000199, black,  Application
APP\PERSONAL-NEW\001553, black,  Application
51170, black,  Application
APP\PERSONAL-NEW\002347, black,  Application
APP\TEN\009930, black,  Application
APP\PREMISES-NEW\001145, black,  Application
APP\PREMISES-VARY\000501, black,  Application
APP\TEN\012141, black,  Application
APP\TEN\002405, black,  Application
APP\PREMISES-VARYDPS\003850, black,  Application
46483, black,  Application
APP\PREMISES-TRANS\000812, black,  Application
APP\PREMISES-CONV\000972, black,  Application
The King's Cross Tattoo Parlour, blue,  Premise
APP\TEN\008956, black,  Application
43279, black,  Application
APP\TEN\000842, black,  Application
APP\PREMISES-VARYDPS\003606, black,  Application
APP\PREMISES-NEW\001777, black,  Application
APP\PERSONAL-NEW\001449, black,  Application
APP\PREMISES-VARY\000606, black,  Application
APP\TEN\012545, black,  Application
APP\PREMISES-VARY\000569, black,  Application
APP\TEN\004959, black,  Application
APP\LATE-TEN\000777, black,  Application
Amadeus Hair & Body, blue,  Premise
APP\TEN\001884, black,  Application
APP\PREMISES-VARYDPS\002801, black,  Application
APP\PREMISES-VARYDPS\002769, black,  Application
APP\PREMISES-CONV\000624, black,  Application
APP\PREMISES-MVARY\00263, black,  Application
APP\TEN\010739, black,  Application
APP\PERSONAL-CONV\000192, black,  Application
APP\PREMISES-VARYDPS\003467, black,  Application
Firstchoice, blue,  Premise
2017/0730/TC, black,  Application
APP\TEN\013133, black,  Application
APP\TEN\006750, black,  Application
APP\PERSONAL-NEW\000621, black,  Application
45066, black,  Application
APP\PREMISES-C-LIC\0178, black,  Application
APP\LATE-TEN\000597, black,  Application
APP\PERSONAL-NEW\001381, black,  Application
APP\PERSONAL-NEW\001981, black,  Application
APP\PREMISES-NEW\000571, black,  Application
APP\LATE-TEN\001188, black,  Application
NOI\00173, black,  Application
APP\TEN\001831, black,  Application
APP\LATE-TEN\001145, black,  Application
FC86, blue,  Premise
APP\TEN\012048, black,  Application
Cafe Pasta, blue,  Premise
APP\PERSONAL-ADD\000029, black,  Application
APP\PREMISES-MVARY\00573, black,  Application
