Id,Attributes,
APP\PERSONAL-NEW\001562, black,  Application
2014/3548/TC, black,  Application
APP\TEN\007507, black,  Application
APP\PREMISES-NEW\000809, black,  Application
APP\PREMISES-TRANS\000220, black,  Application
NOI\00034, black,  Application
APP\TEN\008419, black,  Application
APP\PERSONAL-NEW\000103, black,  Application
APP\PREMISES-MVARY\00525, black,  Application
APP\PREMISES-VARYDPS\001769, black,  Application
APP\PREMISES-LICOPY\0011, black,  Application
APP\TEN\007738, black,  Application
APP\TEN\000781, black,  Application
APP\TEN\002314, black,  Application
The Little Thai (formerly La Cocotte), blue,  Premise
APP\TEN\012013, black,  Application
46389, black,  Application
Dukan 41, blue,  Premise
APP\PREMISES-TRANS\001549, black,  Application
APP\PREMISES-C-LIC\0275, black,  Application
APP\PERSONAL-NEW\001239, black,  Application
APP\PREMISES-VARYDPS\002593, black,  Application
APP\PREMISES-VARYDPS\001263, black,  Application
APP\TEN\008920, black,  Application
APP\PREMISES-NEW\001475, black,  Application
APP\PREMISES-CONV\001145, black,  Application
Tote Sport, blue,  Premise
APP\TEN\011724, black,  Application
The Earl of Camden, blue,  Premise
2016/1413/TC, black,  Application
APP\LATE-TEN\000796, black,  Application
APP\PERSONAL-NEW\002124, black,  Application
APP\TEN\007647, black,  Application
APP\PREMISES-NEW\001374, black,  Application
APP\TEN\011372, black,  Application
APP\PREMISES-VARY(T)\000212, black,  Application
APP\PREMISES-TRANS\000125, black,  Application
APP\PERSONAL-CONV\000294, black,  Application
APP\PREMISES-MVARY\00581, black,  Application
APP\TEN\009986, black,  Application
APP\TEN\012762, black,  Application
APP\PREMISES-NEW\000909, black,  Application
APP\PREMISES-LICOPY\0137, black,  Application
APP\TEN\001875, black,  Application
APP\PERSONAL-CONV\000897, black,  Application
APP\PERSONAL-CONV\000875, black,  Application
APP\PREMISES-VARYDPS\001891, black,  Application
APP\TEN\005242, black,  Application
APP\PREMISES-TRANS\000557, black,  Application
Fernandez & Wells, blue,  Premise
APP\TEN\008785, black,  Application
APP\PERSONAL-NEW\001618, black,  Application
APP\TEN\009645, black,  Application
APP\PERSONAL-NEW\002590, black,  Application
APP\PREMISES-VARYDPS\003493, black,  Application
APP\PREMISES-REV\000109, black,  Application
APP\TEN\008402, black,  Application
APP\PERSONAL-CONV\000422, black,  Application
APP\PREMISES-VARYDPS\001742, black,  Application
APP\PREMISES-VARY\000532, black,  Application
APP\TEN\003872, black,  Application
APP\PREMISES-TRANS\000735, black,  Application
APP\PREMISES-VARYDPS\002396, black,  Application
APP\PERSONAL-NEW\000694, black,  Application
APP\TEN\000789, black,  Application
The 10 Cases (formerly Aziza Cafe), blue,  Premise
APP\PREMISES-REV\000089, black,  Application
APP\PERSONAL-NEW\001932, black,  Application
APP\PREMISES-VARYDPS\003451, black,  Application
APP\PREMISES-VARY\000324, black,  Application
APP\TEN\013235, black,  Application
APP\PREMISES-NEW\000129, black,  Application
APP\PREMISES-VARYDPS\002042, black,  Application
APP\TEN\003287, black,  Application
APP\PERSONAL-NEW\001074, black,  Application
APP\TEN\012951, black,  Application
APP\TEN\013386, black,  Application
2010/2260/TC, black,  Application
APP\PREMISES-NEW\000254, black,  Application
APP\TEN\006565, black,  Application
APP\PREMISES-CONV\000698, black,  Application
APP\PREMISES-VARYDPS\001467, black,  Application
APP\PREMISES-NEW\001187, black,  Application
APP\PREMISES-NEW\000271, black,  Application
APP\TEN\009667, black,  Application
APP\PERSONAL-ADD\000444, black,  Application
APP\PERSONAL-CONV\000852, black,  Application
APP\TEN\003264, black,  Application
APP\PERSONAL-ADD\000451, black,  Application
2010/1881/TC, black,  Application
APP\TEN\004056, black,  Application
APP\TEN\000249, black,  Application
APP\TEN\002838, black,  Application
APP\PERSONAL-NEW\001110, black,  Application
APP\PREMISES-TRANS\001254, black,  Application
APP\LATE-TEN\000046, black,  Application
APP\PREMISES-MVARY\00537, black,  Application
APP\LATE-TEN\002024, black,  Application
APP\PERSONAL-NEW\003059, black,  Application
APP\TEN\000743, black,  Application
APP\LATE-TEN\001115, black,  Application
APP\PERSONAL-CONV\000674, black,  Application
APP\PERSONAL-CONV\000562, black,  Application
APP\TEN\002182, black,  Application
APP\PREMISES-VARYDPS\004091, black,  Application
APP\LATE-TEN\000741, black,  Application
APP\TEN\002800, black,  Application
APP\PREMISES-CONV\000749, black,  Application
APP\PREMISES-VARYDPS\003709, black,  Application
APP\PERSONAL-ADD\000120, black,  Application
APP\PREMISES-VARY\000984, black,  Application
APP\PREMISES-TRANS\001460, black,  Application
APP\TEN\008659, black,  Application
APP\PREMISES-VARYDPS\001986, black,  Application
APP\PERSONAL-CONV\000427, black,  Application
APP\PREMISES-TRANS\001154, black,  Application
2014/3326/TC, black,  Application
APP\PREMISES-VARYDPS\004174, black,  Application
APP\TEN\007530, black,  Application
APP\PREMISES-CONV\000476, black,  Application
Film - Classification Request, purple,  Type
APP\PERSONAL-NEW\002357, black,  Application
APP\PREMISES-VARYDPS\002865, black,  Application
APP\PREMISES-VARY\000227, black,  Application
APP\PREMISES-VARYDPS\000585, black,  Application
APP\PREMISES-CONV\000590, black,  Application
APP\PREMISES-NEW\001677, black,  Application
APP\PREMISES-LICOPY\0172, black,  Application
APP\TEN\003499, black,  Application
APP\PREMISES-VARYDPS\000375, black,  Application
APP\PREMISES-VARYDPS\001016, black,  Application
APP\TEN\006933, black,  Application
APP\PREMISES-NEW\000557, black,  Application
APP\TEN\008031, black,  Application
APP\TEN\005996, black,  Application
Parking Bays outside, blue,  Premise
APP\PREMISES-CONV\000571, black,  Application
APP\PREMISES-VARYDPS\004448, black,  Application
APP\PREMISES-VARYDPS\003929, black,  Application
APP\PERSONAL-NEW\002109, black,  Application
APP\PREMISES-VARYDPS\000939, black,  Application
APP\TEN\009746, black,  Application
APP\TEN\005581, black,  Application
APP\PERSONAL-NEW\002425, black,  Application
APP\TEN\001915, black,  Application
NOI\00178, black,  Application
APP\PERSONAL-ADD\000839, black,  Application
APP\TEN\008487, black,  Application
APP\TEN\002919, black,  Application
APP\PREMISES-CONV\000264, black,  Application
APP\TEN\009254, black,  Application
APP\PREMISES-CONV\000490, black,  Application
APP\PREMISES-VARYDPS\002380, black,  Application
APP\TEN\003899, black,  Application
APP\PREMISES-VARY\000962, black,  Application
APP\TEN\005195, black,  Application
APP\PREMISES-VARYDPS\002180, black,  Application
APP\PERSONAL-NEW\001115, black,  Application
APP\TEN\013627, black,  Application
APP\PREMISES-CONV\000207, black,  Application
Torts Bar And Restaurant, blue,  Premise
NOI\00343, black,  Application
APP\TEN\004050, black,  Application
APP\PREMISES-VARYDPS\002186, black,  Application
APP\TEN\003475, black,  Application
APP\TEN\004305, black,  Application
APP\TEN\001533, black,  Application
APP\PERSONAL-NEW\002486, black,  Application
APP\PERSONAL-NEW\000528, black,  Application
APP\PERSONAL-NEW\000877, black,  Application
APP\PREMISES-NEW\000217, black,  Application
APP\PREMISES-NEW\000376, black,  Application
APP\TEN\012118, black,  Application
APP\TEN\013234, black,  Application
APP\LATE-TEN\001422, black,  Application
APP\PERSONAL-NEW\002411, black,  Application
APP\LATE-TEN\002123, black,  Application
The Bountiful Cow, blue,  Premise
APP\TEN\008923, black,  Application
APP\PREMISES-VARYDPS\004488, black,  Application
43971, black,  Application
APP\TEN\012182, black,  Application
APP\PREMISES-VARY\000923, black,  Application
APP\TEN\003782, black,  Application
APP\PREMISES-NEW\000346, black,  Application
APP\TEN\013407, black,  Application
APP\TEN\010054, black,  Application
APP\PERSONAL-NEW\001505, black,  Application
APP\PERSONAL-ADD\000882, black,  Application
APP\PREMISES-VARYDPS\001921, black,  Application
APP\TEN\006793, black,  Application
Pret a Manger, blue,  Premise
APP\PREMISES-VARYDPS\000097, black,  Application
APP\PREMISES-TRANS\001439, black,  Application
APP\TEN\005133, black,  Application
UCL Union, blue,  Premise
APP\PREMISES-NEW\000251, black,  Application
APP\PERSONAL-NEW\001113, black,  Application
APP\PREMISES-VARYDPS\003166, black,  Application
APP\LATE-TEN\001451, black,  Application
APP\TEN\003453, black,  Application
Kleen Machine Dry Cleaning, blue,  Premise
APP\PERSONAL-NEW\000886, black,  Application
2013/0856/TC, black,  Application
APP\TEN\009198, black,  Application
APP\LATE-TEN\000165, black,  Application
APP\PREMISES-VARYDPS\000874, black,  Application
British Olympic Association, blue,  Premise
APP\TEN\011937, black,  Application
APP\TEN\005377, black,  Application
APP\TEN\000420, black,  Application
APP\TEN\003193, black,  Application
APP\PERSONAL-CONV\000978, black,  Application
APP\PREMISES-CONV\000497, black,  Application
APP\PERSONAL-NEW\001108, black,  Application
APP\PERSONAL-NEW\000240, black,  Application
APP\PERSONAL-NEW\000843, black,  Application
Regents Plaza, blue,  Premise
APP\TEN\002149, black,  Application
The Great Hall Of Lincoln's Inn, blue,  Premise
APP\PREMISES-TRANS\001072, black,  Application
APP\TEN\013100, black,  Application
APP\PERSONAL-NEW\000197, black,  Application
APP\LATE-TEN\000494, black,  Application
Byron Hamburgers Limited, blue,  Premise
Joys Cards and News, blue,  Premise
APP\TEN\003546, black,  Application
APP\TEN\000485, black,  Application
APP\TEN\007091, black,  Application
APP\LATE-TEN\000050, black,  Application
APP\TEN\011676, black,  Application
AROSFA HOTEL, blue,  Premise
APP\PREMISES-C-LIC\0046, black,  Application
APP\PREMISES-VARY\000966, black,  Application
APP\PREMISES-NEW\001094, black,  Application
APP\TEN\001843, black,  Application
2014/2300/TC, black,  Application
APP\TEN\007391, black,  Application
APP\LATE-TEN\000246, black,  Application
APP\PERSONAL-NEW\002551, black,  Application
APP\LATE-TEN\002091, black,  Application
APP\PERSONAL-CONV\000297, black,  Application
APP\TEN\001720, black,  Application
APP\PERSONAL-NEW\000742, black,  Application
APP\PREMISES-VARY\000015, black,  Application
APP\TEN\006000, black,  Application
APP\PREMISES-TRANS\000664, black,  Application
APP\TEN\011735, black,  Application
Charlotte Street Gallery, blue,  Premise
APP\TEN\009237, black,  Application
APP\PREMISES-CONV\000172, black,  Application
APP\LATE-TEN\000541, black,  Application
APP\PERSONAL-ADD\000284, black,  Application
2015/1582/TC, black,  Application
APP\PREMISES-NEW\001372, black,  Application
APP\TEN\007999, black,  Application
SSL-NEW\00140, black,  Application
2012/5106/TC, black,  Application
APP\TEN\012859, black,  Application
APP\TEN\000473, black,  Application
APP\TEN\003559, black,  Application
APP\PREMISES-NEW\000463, black,  Application
APP\TEN\008052, black,  Application
Secrets (Gray's Inn Road), blue,  Premise
APP\TEN\000837, black,  Application
APP\TEN\009604, black,  Application
APP\TEN\003792, black,  Application
2014/5824/TC, black,  Application
Beauty Nest & Nail Care, blue,  Premise
APP\PREMISES-VARY\000603, black,  Application
APP\PERSONAL-NEW\002287, black,  Application
APP\PREMISES-VARYDPS\004394, black,  Application
APP\PREMISES-CONV\001119, black,  Application
APP\PREMISES-LICOPY\0131, black,  Application
APP\TEN\007355, black,  Application
APP\TEN\000785, black,  Application
SSL-NEW\00207, black,  Application
APP\PERSONAL-NEW\002844, black,  Application
APP\PERSONAL-ADD\000185, black,  Application
APP\TEN\004428, black,  Application
APP\TEN\012660, black,  Application
APP\TEN\009670, black,  Application
APP\TEN\009308, black,  Application
APP\PREMISES-TRANS\000913, black,  Application
APP\TEN\011023, black,  Application
APP\PREMISES-TRANS\000902, black,  Application
Euston Square Gardens, blue,  Premise
NOI\00379, black,  Application
APP\TEN\000225, black,  Application
APP\TEN\008354, black,  Application
APP\PREMISES-NEW\000871, black,  Application
APP\TEN\007716, black,  Application
48887, black,  Application
APP\PREMISES-VARYDPS\000095, black,  Application
APP\TEN\012032, black,  Application
APP\TEN\004641, black,  Application
APP\TEN\006670, black,  Application
APP\TEN\009907, black,  Application
Oddbins (Uk) Ltd., blue,  Premise
APP\PREMISES-VARYDPS\004233, black,  Application
APP\PREMISES-CONV\000084, black,  Application
APP\TEN\004471, black,  Application
Kentish Delight, blue,  Premise
APP\PERSONAL-NEW\002361, black,  Application
APP\TEN\003945, black,  Application
APP\LATE-TEN\001712, black,  Application
APP\PREMISES-CONV\000178, black,  Application
APP\TEN\010485, black,  Application
APP\PREMISES-VARY\000147, black,  Application
APP\TEN\003752, black,  Application
APP\TEN\000698, black,  Application
APP\TEN\010620, black,  Application
APP\PREMISES-VARYDPS\002320, black,  Application
APP\TEN\008231, black,  Application
APP\PREMISES-TRANS\001375, black,  Application
APP\PERSONAL-ADD\000701, black,  Application
51705, black,  Application
APP\PREMISES-NEW\001098, black,  Application
APP\PERSONAL-NEW\002385, black,  Application
46242, black,  Application
APP\TEN\009175, black,  Application
APP\PREMISES-NEW\000695, black,  Application
APP\TEN\009952, black,  Application
APP\PREMISES-VARYDPS\004468, black,  Application
2012/2265/TC, black,  Application
APP\TEN\005992, black,  Application
APP\TEN\006852, black,  Application
44411, black,  Application
APP\PREMISES-TRANS\001293, black,  Application
APP\LATE-TEN\000756, black,  Application
APP\PREMISES-NEW\001298, black,  Application
2010/1203/TC, black,  Application
APP\PERSONAL-NEW\000788, black,  Application
2015/2800/TC, black,  Application
APP\TEN\000458, black,  Application
APP\PREMISES-NEW\000070, black,  Application
APP\TEN\013412, black,  Application
APP\PREMISES-TRANS\000043, black,  Application
APP\PREMISES-C-DPS\0033, black,  Application
Just Falafel, blue,  Premise
APP\PREMISES-VARY\000733, black,  Application
APP\PERSONAL-CONV\001078, black,  Application
The Queen Of Sheba Ethiopian Restaurant, blue,  Premise
APP\PREMISES-VARY\000708, black,  Application
APP\TEN\010746, black,  Application
2009/1012/TC, black,  Application
APP\TEN\013207, black,  Application
New Kebabish Express, blue,  Premise
APP\PREMISES-VARYDPS\003215, black,  Application
APP\TEN\002589, black,  Application
APP\PREMISES-VARY\000633, black,  Application
Food and Wine, blue,  Premise
APP\PREMISES-VARY\000952, black,  Application
APP\TEN\007185, black,  Application
Ginger & White (previously Lantern), blue,  Premise
Amarcord Management, blue,  Premise
APP\LATE-TEN\000045, black,  Application
APP\PREMISES-NEW\000189, black,  Application
Application Approved, yellow,  Status
APP\PREMISES-VARY(T)\000417, black,  Application
APP\TEN\001235, black,  Application
APP\PREMISES-VARYDPS\002290, black,  Application
APP\TEN\010662, black,  Application
Swiss Cottage, red,  Ward
