Application Reference,Application Type,Premises Name,Premises Address,Application Legislation,Application Status,Application Objections,Approved Date,Date Of Events,Expiry Date,Hearing Date,Last Date For Representations,Received Date,Refused Date,Cumulative Impact Policy Area Name,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Last Uploaded,Location,Socrata ID,Organisation URI
APP\TEN\001303,Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,21/05/2007,,,,19/05/2007,17/05/2007,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.545084, -0.153769)",19882,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000040,Premises - Conversion of Licence,Best One Limtied,"22 LAMBTON HOUSE FORTESS ROAD, LONDON, NW5 2HA",LA2003,Application Rejected - Incomplete Documentation,No,,,,,,22/04/2005,03/05/2005,,E05000139,Kentish Town,529015.39,185365.81,-0.14058,51.552448,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.552448, -0.14058)",31753,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-MVARY\00178,Premises - Minor Variation of Licence,The Monarch,"40  42 CHALK FARM ROAD, LONDON, NW1 8BG",LA2003,Application Approved In Full,No,22/04/2010,,,,15/04/2010,01/04/2010,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.54314, -0.148383)",30433,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000094,Late Temporary Event Notice,New Market Inn,"17 YORK WAY, LONDON, N7 9QG",LA2003,Application Rejected,No,,,,,17/08/2012,14/08/2012,17/08/2012,,E05000131,Cantelowes,530004.99,184347.96,-0.126691,51.543074,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543074, -0.126691)",34120,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006387,Temporary Event Notice,The Load of Hay Tavern (Previously Hill),"94 HAVERSTOCK HILL, LONDON, NW3 2BD",LA2003,Application Approved,No,27/04/2011,,,,16/04/2011,14/04/2011,,,E05000136,Haverstock,527831.96,184715.57,-0.157876,51.546873,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.546873, -0.157876)",15059,http://opendatacommunities.org/id/london-borough-council/camden
043687,Street Trading  - Renewal Application,QCS81,"Queen's Crescent, London,",N/A,Open,No,,,,,,03/08/2010,,,E05000134,Gospel Oak,528255.31,185092.86,-0.151636,51.550168,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550168, -0.151636)",36183,http://opendatacommunities.org/id/london-borough-council/camden
045954,Street Trading  - Renewal Application,QCS58,"Queen's Crescent, London,",N/A,Open,No,,,,,,27/05/2011,,,E05000134,Gospel Oak,528255.31,185092.86,-0.151636,51.550168,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.550168, -0.151636)",35941,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000801,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,20/11/2006,,,,17/11/2006,15/11/2006,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.55423, -0.144109)",20353,http://opendatacommunities.org/id/london-borough-council/camden
045694,Massage and Special Treatment Renewal,Tantalize Tanning & Beauty,"61 Camden Road, London, NW1 9EU",N/A,Open,No,20/04/2011,,,,,20/04/2011,,,E05000131,Cantelowes,529188.17,184261.8,-0.138495,51.542487,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.542487, -0.138495)",35966,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\008880,Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Rejected,No,,,,,12/12/2012,07/12/2012,12/12/2012,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.543994, -0.151855)",12737,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\000425,Premises - Variation of DPS,Oddbins,"240 KENTISH TOWN ROAD, LONDON, NW5 2AB",LA2003,Application Approved In Full,No,31/10/2006,,,,30/10/2006,16/10/2006,,,E05000139,Kentish Town,529016.07,185010.54,-0.140701,51.549255,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.549255, -0.140701)",25925,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000284,Premises - Conversion of Licence,Jays News Food & Wine,"128 CAMDEN ROAD, LONDON, NW1 9EE",LA2003,Application Approved,No,18/07/2005,,,,15/07/2005,16/06/2005,,,E05000131,Cantelowes,529276.25,184266.47,-0.137223,51.542509,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.542509, -0.137223)",31547,http://opendatacommunities.org/id/london-borough-council/camden
GGN\00071,Gaming Notification,Mamelon Tower,"149 THE MAMELON TOWER GRAFTON ROAD, LONDON, NW5 4AY",GA2005,Application Approved,No,,,,,,02/09/2008,,,E05000134,Gospel Oak,528367.35,185173.47,-0.149992,51.550867,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.550867, -0.149992)",8303,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004751,Temporary Event Notice,Pizza East/Chicken Shop (formerly Grand Union - Highgate),"53  79 HIGHGATE STUDIOS HIGHGATE ROAD, LONDON, NW5 1TL",LA2003,Application Approved,No,,,,,05/03/2010,03/03/2010,,,E05000139,Kentish Town,528765.7,185557.75,-0.144109,51.55423,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.55423, -0.144109)",16605,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006549,Temporary Event Notice,Torriano Junior and Infant School,"TORRIANO JUNIOR AND INFANT SCHOOL TORRIANO AVENUE, LONDON, NW5 2SJ",LA2003,Application Approved,No,17/06/2011,,,,15/06/2011,13/06/2011,,,E05000139,Kentish Town,529559.07,185070.98,-0.132852,51.549674,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.549674, -0.132852)",14913,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000802,Late Temporary Event Notice,Mamma Mia Cafe,"296 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,12/05/2014,,,,14/05/2014,09/05/2014,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.551065, -0.140306)",33466,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\010159,Temporary Event Notice,Joe's Southern Table & Bar,"298 302 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,18/03/2014,,,,18/03/2014,13/03/2014,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.551065, -0.140306)",11581,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\001178,Premises - Conversion of Licence,Madina Halal Supermarket (formerly Buywise Express),"167 169 KENTISH TOWN ROAD, LONDON, NW1 8PD",LA2003,Application Approved,No,03/09/2005,,,,03/09/2005,06/08/2005,,,E05000139,Kentish Town,528908.35,184637.93,-0.14239,51.545931,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.545931, -0.14239)",30731,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\001522,Premises Licence - Transfer Application,Budget Beers,"104 QUEEN'S CRESCENT, LONDON, NW5 4DU",LA2003,Application Approved In Full,No,09/11/2016,,,,28/10/2016,14/10/2016,,,E05000136,Haverstock,528342.17,185112.83,-0.150377,51.550328,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.550328, -0.150377)",26782,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003990,Temporary Event Notice,Del Aziz,"1 ADELAIDE ROAD, LONDON, NW3 3QE",LA2003,Application Approved,No,08/10/2009,,,,07/10/2009,05/10/2009,,Camden Town,E05000136,Haverstock,528161.47,184381.14,-0.153248,51.543793,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.543793, -0.153248)",17375,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARYDPS\000783,Premises - Variation of DPS,Madina Halal Supermarket (formerly Buywise Express),"167 169 KENTISH TOWN ROAD, LONDON, NW1 8PD",LA2003,Application Approved In Full,No,17/09/2007,,,,17/09/2007,03/09/2007,,,E05000139,Kentish Town,528908.35,184637.93,-0.14239,51.545931,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.545931, -0.14239)",25588,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001326,Late Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,14/07/2015,,,,16/07/2015,13/07/2015,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.550221, -0.132987)",32980,http://opendatacommunities.org/id/london-borough-council/camden
NOI\00196,Notification of Interest,Sir Robert Peel,"108 MALDEN ROAD, LONDON, NW5 4DA",LA2003,Application Approved,No,,,06/02/2014,,,06/02/2013,,,E05000134,Gospel Oak,528172.82,185024.79,-0.15285,51.549575,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.549575, -0.15285)",7884,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013609,Temporary Event Notice,St Luke's Church,"CHURCH OF ST LUKE WITH ST PAUL OSENEY CRESCENT, LONDON, NW5 2BE",LA2003,Application Approved,No,05/04/2017,,,,07/04/2017,04/04/2017,,,E05000139,Kentish Town,529495.04,184929.65,-0.133826,51.548418,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.548418, -0.133826)",8429,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000745,Premises Licence - Transfer Application,The Lion & Unicorn,"42  44 GAISFORD STREET, LONDON, NW5 2ED",LA2003,Application Approved In Full,No,01/03/2011,,,,28/02/2011,14/02/2011,,,E05000131,Cantelowes,529167,184907.78,-0.138563,51.548297,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.548297, -0.138563)",27510,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001013,Late Temporary Event Notice,Chalk Farm Grill,"18 HAVERSTOCK HILL, LONDON, NW3 2BL",LA2003,Application Approved,No,14/11/2014,,,,18/11/2014,13/11/2014,,Camden Town,E05000136,Haverstock,528190.18,184432.25,-0.152816,51.544246,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.544246, -0.152816)",33274,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009462,Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,09/08/2013,,,,13/08/2013,08/08/2013,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.54314, -0.148383)",12218,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\006496,Temporary Event Notice,South End Green Festival,"SOUTH END GREEN SOUTH END GREEN,",LA2003,Application Approved,No,01/06/2011,,,,28/05/2011,26/05/2011,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.554378, -0.165083)",14963,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\000783,Premises - New Licence,Sainsbury's Supermarkets Limited,"329 333 KENTISH TOWN ROAD, LONDON, NW5 2TJ",LA2003,Application Partially Approved,Yes,16/07/2009,,,12/05/2009,14/04/2009,17/03/2009,,,E05000139,Kentish Town,528981.64,185128.56,-0.141154,51.550323,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.550323, -0.141154)",29297,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\003097,Temporary Event Notice,Nisa (formerly Leighton Arms),"101 BRECKNOCK ROAD, LONDON, N7 0DA",LA2003,Application Approved,No,12/12/2008,,,,11/12/2008,09/12/2008,,,E05000139,Kentish Town,529549.72,185368.07,-0.132877,51.552346,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.552346, -0.132877)",18257,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007477,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Rejected,No,,,,,13/01/2012,11/01/2012,13/01/2012,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.543877, -0.132175)",14068,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\000791,Premises - New Licence,Brecknock Supermarket,"43 BRECKNOCK ROAD, LONDON, N7 0BT",LA2003,Application Partially Approved,Yes,16/06/2009,,,27/05/2009,28/04/2009,31/03/2009,,,E05000139,Kentish Town,529704,185097.83,-0.130753,51.549882,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.549882, -0.130753)",29289,http://opendatacommunities.org/id/london-borough-council/camden
NOI\00090,Notification of Interest,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved,No,,,08/02/2012,,,08/02/2011,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.554378, -0.165083)",7985,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-PROV\000005,Premises - Provisional Statement,Assembly House,"292 294 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Rejected,No,,,,,15/03/2005,15/02/2005,23/02/2006,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.551065, -0.140306)",28363,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000235,Temporary Event Notice,Torriano,"71  73 TORRIANO AVENUE, LONDON, NW5 2SG",LA2003,Application Approved,No,04/04/2006,,,,05/04/2006,03/04/2006,,,E05000139,Kentish Town,529548.11,185131.6,-0.132987,51.550221,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.550221, -0.132987)",20858,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009759,Temporary Event Notice,Haverstock School,"24 HAVERSTOCK SCHOOL HAVERSTOCK HILL, LONDON, NW3 2BQ",LA2003,Application Approved,No,04/11/2013,,,,06/11/2013,01/11/2013,,Camden Town,E05000136,Haverstock,528121.72,184523.75,-0.153769,51.545084,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.545084, -0.153769)",11954,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001171,Temporary Event Notice,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Approved,No,23/03/2007,,,,22/03/2007,20/03/2007,,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.548664, -0.129813)",20006,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-NEW\000322,Premises - New Licence,Queens Crescent Community Centre,"45 ASHDOWN CRESCENT, LONDON, NW5 4QE",LA2003,Application Rejected - Incomplete Documentation,No,,,,,09/05/2006,11/04/2006,20/04/2006,,E05000134,Gospel Oak,528193.34,185071.4,-0.152537,51.549989,Nearest OS Open Map-Local Building,11/05/2017 07:37:30 PM,"(51.549989, -0.152537)",29675,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000156,Premises - Conversion of Licence,SKM Food & Wine,"9  10 DUNBOYNE ROAD, LONDON, NW3 2YY",LA2003,Application Approved,No,17/07/2005,,,,24/06/2005,26/05/2005,,,E05000134,Gospel Oak,527753.47,185353.16,-0.158776,51.552621,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.552621, -0.158776)",31664,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000071,Late Temporary Event Notice,The Marathon,"87 CHALK FARM ROAD, LONDON, NW1 8AR",LA2003,Application Approved,No,25/07/2012,,,,27/07/2012,24/07/2012,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.543994, -0.151855)",34143,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\012599,Temporary Event Notice,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Rejected,No,,,,,03/05/2016,28/04/2016,03/05/2016,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.548664, -0.129813)",9370,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009949,Temporary Event Notice,Lord Stanley,"51 CAMDEN PARK ROAD, LONDON, NW1 9BH",LA2003,Application Approved,No,04/12/2013,,,,06/12/2013,03/12/2013,,,E05000131,Cantelowes,529789.87,184839.7,-0.12961,51.547542,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.547542, -0.12961)",11774,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011329,Temporary Event Notice,The Abbey Tavern,"124 KENTISH TOWN ROAD, LONDON, NW1 9QB",LA2003,Application Approved,No,19/03/2015,,,,23/03/2015,18/03/2015,,,E05000131,Cantelowes,529008.65,184633.75,-0.140946,51.54587,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.54587, -0.140946)",10528,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-CONV\000080,Premises - Conversion of Licence,Salvino Ltd,"47 BRECKNOCK ROAD, LONDON, N7 0BT",LA2003,Application Approved,No,10/06/2005,,,,09/06/2005,11/05/2005,,,E05000139,Kentish Town,529665.33,185153.7,-0.131289,51.550393,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.550393, -0.131289)",31726,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\011567,Temporary Event Notice,All Hallows Church,"ALL HALLOWS CHURCH SAVERNAKE ROAD, LONDON, NW3 2DL",LA2003,Application Approved,No,10/06/2015,,,,12/06/2015,09/06/2015,,,E05000134,Gospel Oak,527863.95,185684.45,-0.157063,51.555573,Nearest OS Open Map-Local Building,11/05/2017 07:37:21 PM,"(51.555573, -0.157063)",10311,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000764,Temporary Event Notice,Acland Burghley School,"93 ACLAND BURGHLEY SCHOOL BURGHLEY ROAD, LONDON, NW5 1UJ",LA2003,Application Approved,No,13/11/2006,,,,10/11/2006,08/11/2006,,,E05000139,Kentish Town,529024.18,185916.43,-0.140252,51.557394,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.557394, -0.140252)",20387,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\009059,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,05/03/2013,,,,07/03/2013,04/03/2013,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:22 PM,"(51.553337, -0.161684)",12566,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000916,Premises Licence - Transfer Application,The Oxford Pub,"256 KENTISH TOWN ROAD, LONDON, NW5 2AA",LA2003,Application Approved In Full,No,25/09/2012,,,,12/12/2011,28/11/2011,,,E05000139,Kentish Town,529028.15,185105.34,-0.140492,51.550104,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.550104, -0.140492)",27348,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005904,Temporary Event Notice,Kentish Town Supermarket,"175 KENTISH TOWN ROAD, LONDON, NW1 8PD",LA2003,Application Approved,No,08/12/2010,,,,08/12/2010,06/12/2010,,,E05000139,Kentish Town,528908.35,184637.93,-0.14239,51.545931,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.545931, -0.14239)",15512,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\000699,Temporary Event Notice,London Irish Centre,"50  52 LONDON IRISH CENTRE CAMDEN SQUARE, LONDON, NW1 9XB",LA2003,Application Approved,No,26/10/2006,,,,26/10/2006,24/10/2006,,,E05000131,Cantelowes,529622.44,184427.6,-0.132175,51.543877,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.543877, -0.132175)",20441,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY\000211,Premises Licence -  Variation Application,Dixy Chicken,"171 FORTESS ROAD, LONDON, NW5 2HR",LA2003,Application Rejected,Yes,,,,07/03/2007,08/02/2007,11/01/2007,20/06/2007,,E05000139,Kentish Town,529086.03,185849.19,-0.139385,51.556776,Nearest OS Open Map-Local Building,11/05/2017 07:37:26 PM,"(51.556776, -0.139385)",21892,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-VARY(T)\000326,Premises - Variation of Licence (Transition),Gipsy Queen,"166 MALDEN ROAD, LONDON, NW5 4BS",LA2003,Application Rejected - Incomplete Documentation,No,,,,,12/08/2005,14/07/2005,22/07/2005,,E05000134,Gospel Oak,528040.16,185157.08,-0.154714,51.550794,Nearest OS Open Map-Local Building,11/05/2017 07:37:28 PM,"(51.550794, -0.154714)",26517,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013339,Temporary Event Notice,The Hug,"29  41 CASTLE MEWS, LONDON, NW1 8SY",LA2003,Application Withdrawn,No,01/12/2016,,,05/12/2016,05/12/2016,30/11/2016,,,E05000136,Haverstock,528633.62,184456.82,-0.146416,51.544366,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.544366, -0.146416)",8685,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\001437,Late Temporary Event Notice,Round Falafel,"1A BELMONT STREET, LONDON, NW1 8HJ",LA2003,Application Rejected,No,02/11/2015,,,,04/11/2015,30/10/2015,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:31 PM,"(51.543994, -0.151855)",32878,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013553,Temporary Event Notice,Unicorn,"227 CAMDEN ROAD, LONDON, NW1 9AA",LA2003,Application Approved,No,09/03/2017,,,,14/03/2017,09/03/2017,,,E05000139,Kentish Town,529772.57,184964.12,-0.129813,51.548664,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.548664, -0.129813)",8479,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\004330,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,26/11/2009,,,,22/11/2009,20/11/2009,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.553337, -0.161684)",17030,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000708,Late Temporary Event Notice,Made in Brasil Boteco (formerly Coco Bamboo),"48 CHALK FARM ROAD, LONDON, NW1 8AJ",LA2003,Application Approved,No,06/02/2014,,,,10/02/2014,05/02/2014,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.54314, -0.148383)",33555,http://opendatacommunities.org/id/london-borough-council/camden
APP\LATE-TEN\000737,Late Temporary Event Notice,Mamma Mia Cafe,"296 KENTISH TOWN ROAD, LONDON, NW5 2TG",LA2003,Application Approved,No,10/03/2014,,,,11/03/2014,06/03/2014,,,E05000139,Kentish Town,529038.33,185212.57,-0.140306,51.551065,Nearest OS Open Map-Local Building,11/05/2017 07:37:32 PM,"(51.551065, -0.140306)",33527,http://opendatacommunities.org/id/london-borough-council/camden
APP\PREMISES-TRANS\000421,Premises Licence - Transfer Application,The Monarch,"40  42 CHALK FARM ROAD, LONDON, NW1 8BG",LA2003,Application Approved In Full,No,10/12/2008,,,,09/12/2008,25/11/2008,,Camden Town,E05000136,Haverstock,528500.65,184316.98,-0.148383,51.54314,Nearest OS Open Map-Local Building,11/05/2017 07:37:29 PM,"(51.54314, -0.148383)",27819,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\013046,Temporary Event Notice,Round Falafel,"1A BELMONT STREET, LONDON, NW1 8HJ",LA2003,Application Approved,No,18/10/2016,,,,20/10/2016,16/10/2016,,Camden Town,E05000136,Haverstock,528257.51,184405.88,-0.151855,51.543994,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.543994, -0.151855)",8970,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\007795,Temporary Event Notice,Garden Gate,"14 SOUTH END ROAD, LONDON, NW3 2QE",LA2003,Application Approved,No,13/04/2012,,,,14/04/2012,12/04/2012,,,E05000134,Gospel Oak,527274.81,185572.58,-0.165596,51.554701,Nearest OS Open Map-Local Building,11/05/2017 07:37:23 PM,"(51.554701, -0.165596)",13766,http://opendatacommunities.org/id/london-borough-council/camden
049667,Mail Forwarding Registration,Ofiz.com,"155 Regent's Park Road, London, NW1 8BB",N/A,Open,No,,,,,,10/10/2013,,Camden Town,E05000136,Haverstock,528161.47,184381.14,-0.153248,51.543793,Nearest OS Open Map-Local Building,11/05/2017 07:37:33 PM,"(51.543793, -0.153248)",35714,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\005762,Temporary Event Notice,White Horse,"154 156 FLEET ROAD, LONDON, NW3 2QX",LA2003,Application Approved,No,22/11/2010,,,,20/11/2010,18/11/2010,,,E05000134,Gospel Oak,527311.32,185537.58,-0.165083,51.554378,Nearest OS Open Map-Local Building,11/05/2017 07:37:24 PM,"(51.554378, -0.165083)",15652,http://opendatacommunities.org/id/london-borough-council/camden
SSL-NEW\00013,SSL - New Registration,Friends of Kentish Town C of E School,"KENTISH TOWN PRIMARY SCHOOL ISLIP STREET, LONDON, NW5 2TU",GA2005,Application Approved,No,10/06/2009,,10/06/2010,,,,,,E05000139,Kentish Town,529106.76,185072.75,-0.139371,51.549793,Nearest OS Open Map-Local Building,11/05/2017 07:37:20 PM,"(51.549793, -0.139371)",7682,http://opendatacommunities.org/id/london-borough-council/camden
APP\TEN\001368,Temporary Event Notice,Stag,"67 FLEET ROAD, LONDON, NW3 2QU",LA2003,Application Approved,No,18/06/2007,,,,16/06/2007,14/06/2007,,,E05000134,Gospel Oak,527549.85,185427.77,-0.161684,51.553337,Nearest OS Open Map-Local Building,11/05/2017 07:37:25 PM,"(51.553337, -0.161684)",19827,http://opendatacommunities.org/id/london-borough-council/camden
