,Origin-Destination,Premise,pathid,latitude,longitude,Received Date
216,Destination,Sir Robert Peel,2013_Sir Robert Peel_Bounce,51.549575,-0.15285,2013-06-02
217,Origin,Bounce,2013_Sir Robert Peel_Bounce,51.518529,-0.108519,2013-02-08
218,Destination,Adventure Bar (previously Detroit),2013_Adventure Bar (previously Detroit)_Bounce,51.514056,-0.12601400000000001,2013-07-08
219,Origin,Bounce,2013_Adventure Bar (previously Detroit)_Bounce,51.518529,-0.108519,2013-02-08
220,Destination,The T.E. Dingwall Building (Formerly Lock 17/Highlight),2013_The T.E. Dingwall Building (Formerly Lock 17/Highlight)_Bounce,51.541428,-0.145851,2013-05-20
221,Origin,Bounce,2013_The T.E. Dingwall Building (Formerly Lock 17/Highlight)_Bounce,51.518529,-0.108519,2013-02-08
222,Destination,White Horse,2013_White Horse_Bounce,51.554378,-0.16508299999999998,2013-06-02
223,Origin,Bounce,2013_White Horse_Bounce,51.518529,-0.108519,2013-02-08
224,Destination,Centre Point Food Store,2013_Centre Point Food Store_Bounce,51.516178000000004,-0.12926500000000002,2013-08-15
225,Origin,Bounce,2013_Centre Point Food Store_Bounce,51.518529,-0.108519,2013-02-08
226,Destination,Bounce,2013_Bounce_Bounce,51.518529,-0.108519,2013-02-08
227,Origin,Bounce,2013_Bounce_Bounce,51.518529,-0.108519,2013-02-08
228,Destination,Love & Liquor,2013_Love & Liquor_Bounce,51.536709,-0.19143,2013-06-02
229,Origin,Bounce,2013_Love & Liquor_Bounce,51.518529,-0.108519,2013-02-08
230,Destination,Brasserie Blanc,2013_Brasserie Blanc_Bounce,51.518432000000004,-0.135121,2013-07-08
231,Origin,Bounce,2013_Brasserie Blanc_Bounce,51.518529,-0.108519,2013-02-08
232,Destination,Potion,2013_Potion_Bounce,51.522335999999996,-0.13943,2013-06-06
233,Origin,Bounce,2013_Potion_Bounce,51.518529,-0.108519,2013-02-08
234,Destination,Sovereign,2013_Sovereign_Bounce,51.530415999999995,-0.141208,2013-08-28
235,Origin,Bounce,2013_Sovereign_Bounce,51.518529,-0.108519,2013-02-08
236,Destination,26 Grains (formerly known as Neal's Yard Salad Bar),2013_26 Grains (formerly known as Neal's Yard Salad Bar)_Bounce,51.514446,-0.126545,2013-07-06
237,Origin,Bounce,2013_26 Grains (formerly known as Neal's Yard Salad Bar)_Bounce,51.518529,-0.108519,2013-02-08
238,Destination,Somerstown Coffee House,2013_Somerstown Coffee House_Bounce,51.529990000000005,-0.130767,2013-05-31
